transaction_id,affiliate_id,partner_id,transaction_date,memo,net_amount
TXN-102752,1022,104,2024-04-14,Base Program Rebate,105.67
TXN-102753,1053,102,2024-08-13,Base Program Rebate,335.64
TXN-102754,1033,102,2024-04-25,Base Program Rebate,226.97
TXN-102755,1130,104,2024-07-15,Base Program Rebate,545.49
TXN-102756,1040,102,2024-10-23,Base Program Rebate,178.42
TXN-102757,1117,105,2025-05-26,Base Program Rebate,306.37
TXN-102758,1004,102,2024-01-11,Base Program Rebate,516.46
TXN-102759,1075,101,2025-09-18,Base Program Rebate,460.24
TXN-102760,1053,105,2025-12-19,Base Program Rebate,542.5
TXN-102761,1131,103,2025-02-28,Base Program Rebate,141.82
TXN-102762,1036,102,2025-01-02,Base Program Rebate,341.43
TXN-102763,1124,101,2024-05-25,Base Program Rebate,486.19
TXN-102764,1034,102,2025-08-29,Base Program Rebate,173.29
TXN-102765,1093,102,2024-02-13,Base Program Rebate,93.1
TXN-102766,1092,102,2025-03-22,Base Program Rebate,148.51
TXN-102767,1037,105,2026-01-10,Base Program Rebate,179.75
TXN-102768,1016,103,2025-11-10,Base Program Rebate,157.38
TXN-102769,1019,102,2024-07-28,Base Program Rebate,435.0
TXN-102770,1008,103,2025-08-10,Base Program Rebate,321.82
TXN-102770,1008,103,2025-08-10,Q4 Promotional Tier Bonus,128.73
TXN-102771,1033,101,2026-04-28,Base Program Rebate,105.81
TXN-102772,1022,103,2025-07-05,Base Program Rebate,94.31
TXN-102773,1092,103,2024-01-09,Base Program Rebate,64.63
TXN-102774,1123,101,2025-02-02,Base Program Rebate,187.31
TXN-102775,1001,101,2026-03-24,Base Program Rebate,234.49
TXN-102776,1101,105,2025-05-06,Base Program Rebate,148.62
TXN-102777,1088,104,2024-10-15,Base Program Rebate,567.57
TXN-102778,1131,104,2026-01-11,Base Program Rebate,79.76
TXN-102779,1099,102,2024-07-02,Base Program Rebate,47.37
TXN-102780,1061,102,2025-09-18,Base Program Rebate,153.62912345
TXN-102781,1114,105,2025-08-04,Base Program Rebate,464.06
TXN-102782,1133,104,2024-06-06,Base Program Rebate,495.67
TXN-102783,1058,105,2025-12-08,Base Program Rebate,317.29
TXN-102784,1125,101,2024-02-28,Base Program Rebate,133.56
TXN-102785,1036,101,2024-03-04,Base Program Rebate,5.72
TXN-102785,1036,101,2024-03-04,Q4 Promotional Tier Bonus,2.29
TXN-102786,1019,101,2024-11-25,Base Program Rebate,380.01
TXN-102787,1122,102,2025-07-17,Base Program Rebate,426.6
TXN-102787,1122,102,2025-07-17,Q4 Promotional Tier Bonus,170.64
TXN-102788,1036,105,2026-02-24,Base Program Rebate,367.85
TXN-102789,1034,104,2026-02-13,Base Program Rebate,263.1
TXN-102790,1041,105,2025-09-16,Base Program Rebate,536.04
TXN-102791,1113,104,2026-02-03,Base Program Rebate,52.27
TXN-102792,1124,104,2024-06-30,Base Program Rebate,240.1
TXN-102793,1021,101,2024-03-17,Base Program Rebate,115.95
TXN-102794,1046,105,2024-06-05,Base Program Rebate,61.74
TXN-102795,1075,102,2025-04-17,Base Program Rebate,442.96
TXN-102796,1150,101,2025-02-19,Base Program Rebate,571.72
TXN-102797,1098,103,2026-04-25,Base Program Rebate,350.25
TXN-102798,1019,103,2024-09-10,Base Program Rebate,462.77
TXN-102799,1093,101,2025-04-16,Base Program Rebate,551.14
TXN-102800,1129,105,2025-10-20,Base Program Rebate,150.05
TXN-102801,1146,101,2026-01-03,Base Program Rebate,493.59
TXN-102802,1092,105,2025-01-28,Base Program Rebate,458.82
TXN-102803,1026,103,2025-04-03,Base Program Rebate,124.47
TXN-102804,1034,103,2024-11-29,Base Program Rebate,136.05
TXN-102805,1101,103,2024-05-19,Base Program Rebate,348.65
TXN-102806,1029,105,2025-02-25,Base Program Rebate,255.27
TXN-102806,1029,105,2025-02-25,Q4 Promotional Tier Bonus,102.11
TXN-102807,1004,105,2024-01-04,Base Program Rebate,333.06
TXN-102808,1053,105,2024-12-26,Base Program Rebate,412.14
TXN-102808,1053,105,2024-12-26,Q4 Promotional Tier Bonus,164.85472345
TXN-102809,1132,105,2024-11-05,Base Program Rebate,69.75
TXN-102810,1137,103,2024-07-30,Base Program Rebate,240.7
TXN-102811,1087,103,2026-03-06,Base Program Rebate,351.61
TXN-102812,1132,102,2025-11-09,Base Program Rebate,384.91
TXN-102813,1036,101,2024-02-02,Base Program Rebate,100.51
TXN-102814,1064,105,2025-09-08,Base Program Rebate,541.29
TXN-102815,1053,103,2025-06-16,Base Program Rebate,64.86
TXN-102816,1126,102,2025-11-12,Base Program Rebate,483.19
TXN-102817,1125,102,2025-09-25,Base Program Rebate,358.02
TXN-102818,1021,105,2024-12-21,Base Program Rebate,251.06
TXN-102818,1021,105,2024-12-21,Q4 Promotional Tier Bonus,100.42
TXN-102819,1003,101,2024-01-01,Base Program Rebate,129.68
TXN-102820,1092,101,2025-08-29,Base Program Rebate,533.44
TXN-102821,1077,104,2024-10-26,Base Program Rebate,60.51
TXN-102822,1124,103,2025-03-18,Base Program Rebate,270.67
TXN-102823,1004,101,2025-06-27,Base Program Rebate,284.58
TXN-102824,1022,102,2025-03-13,Base Program Rebate,224.99
TXN-102825,1064,103,2024-09-15,Base Program Rebate,81.09
TXN-102826,1144,103,2025-03-08,Base Program Rebate,336.28
TXN-102826,1144,103,2025-03-08,Q4 Promotional Tier Bonus,134.51
TXN-102827,1029,102,2024-04-29,Base Program Rebate,195.86
TXN-102828,1026,103,2025-03-11,Base Program Rebate,461.45
TXN-102829,1003,103,2024-08-29,Base Program Rebate,131.23
TXN-102830,1005,103,2025-05-25,Base Program Rebate,186.11
TXN-102830,1005,103,2025-05-25,Q4 Promotional Tier Bonus,74.45
TXN-102831,1046,105,2025-03-23,Base Program Rebate,197.44
TXN-102832,1046,103,2024-01-07,Base Program Rebate,294.74
TXN-102833,1075,102,2024-04-14,Base Program Rebate,101.82
TXN-102834,1052,104,2024-05-10,Base Program Rebate,395.9
TXN-102834,1052,104,2024-05-10,Q4 Promotional Tier Bonus,158.36
TXN-102835,1138,102,2025-10-10,Base Program Rebate,582.02
TXN-102836,1139,105,2026-01-19,Base Program Rebate,149.71
TXN-102837,1125,103,2024-06-24,Base Program Rebate,110.61
TXN-102838,1026,103,2024-04-13,Base Program Rebate,245.13
TXN-102838,1026,103,2024-04-13,Q4 Promotional Tier Bonus,98.05
TXN-102839,1074,101,2025-06-25,Base Program Rebate,511.38
TXN-102840,1104,104,2024-11-10,Base Program Rebate,163.37
TXN-102841,1029,103,2025-03-24,Base Program Rebate,524.62
TXN-102842,1111,101,2024-12-30,Base Program Rebate,349.39712345
TXN-102843,1055,103,2025-09-09,Base Program Rebate,123.9
TXN-102844,1046,102,2024-05-07,Base Program Rebate,319.09
TXN-102845,1040,102,2026-04-25,Base Program Rebate,387.47512345
TXN-102845,1040,102,2026-04-25,Q4 Promotional Tier Bonus,154.99
TXN-102846,1123,102,2026-04-11,Base Program Rebate,548.38
TXN-102847,1112,102,2024-01-10,Base Program Rebate,172.93
TXN-102848,1071,102,2024-05-05,Base Program Rebate,268.49
TXN-102849,1072,102,2025-05-09,Base Program Rebate,487.77
TXN-102850,1021,103,2025-03-11,Base Program Rebate,412.12
TXN-102851,1018,104,2025-03-29,Base Program Rebate,446.03
TXN-102851,1018,104,2025-03-29,Return Credit / Adjustment Note,-178.41
TXN-102852,1046,102,2026-04-13,Base Program Rebate,239.14
TXN-102853,1137,104,2024-09-25,Base Program Rebate,583.07
TXN-102854,1005,101,2024-04-24,Base Program Rebate,31.31
TXN-102855,1004,105,2024-08-27,Base Program Rebate,500.01
TXN-102856,1017,105,2025-08-31,Base Program Rebate,247.24
TXN-102857,1064,104,2024-10-10,Base Program Rebate,442.33
TXN-102858,1144,105,2026-01-11,Base Program Rebate,276.05
TXN-102859,1086,104,2024-12-02,Base Program Rebate,381.98
TXN-102860,1121,101,2025-08-29,Base Program Rebate,33.18
TXN-102861,1123,105,2025-11-07,Base Program Rebate,538.57
TXN-102862,1068,105,2025-07-07,Base Program Rebate,114.55
TXN-102863,1111,101,2024-12-02,Base Program Rebate,450.99
TXN-102864,1073,101,2026-03-19,Base Program Rebate,161.36
TXN-102864,1073,101,2026-03-19,Return Credit / Adjustment Note,-64.54
TXN-102865,1121,101,2024-03-25,Base Program Rebate,111.38
TXN-102866,1074,104,2025-07-03,Return Credit / Adjustment Note,-70.66
TXN-102867,1114,105,2024-03-22,Base Program Rebate,166.87
TXN-102867,1114,105,2024-03-22,Q4 Promotional Tier Bonus,66.75
TXN-102868,1141,105,2025-10-07,Base Program Rebate,507.94
TXN-102869,1086,103,2024-05-31,Base Program Rebate,337.26
TXN-102870,1086,101,2025-10-05,Base Program Rebate,497.86
TXN-102871,1111,101,2026-02-26,Base Program Rebate,502.09
TXN-102872,1024,101,2025-08-12,Base Program Rebate,146.58
TXN-102873,1123,102,2025-08-10,Base Program Rebate,590.89
TXN-102874,1024,102,2026-01-10,Base Program Rebate,257.39
TXN-102875,1123,101,2025-05-29,Base Program Rebate,431.01
TXN-102876,1068,102,2026-01-01,Base Program Rebate,277.97
TXN-102877,1122,104,2024-07-29,Base Program Rebate,229.02
TXN-102878,1148,103,2025-06-05,Base Program Rebate,433.07
TXN-102879,1136,101,2025-12-22,Base Program Rebate,6.75
TXN-102880,1099,101,2025-01-10,Base Program Rebate,380.64
TXN-102881,1073,104,2026-04-20,Base Program Rebate,226.91
TXN-102882,1022,101,2025-01-23,Base Program Rebate,175.88
TXN-102883,1026,105,2024-09-02,Base Program Rebate,284.24
TXN-102884,1131,104,2026-02-23,Base Program Rebate,390.97
TXN-102885,1037,105,2024-03-25,Base Program Rebate,228.18
TXN-102886,1093,101,2024-02-05,Base Program Rebate,536.25
TXN-102887,1072,102,2024-12-08,Base Program Rebate,322.41
TXN-102888,1055,101,2025-01-17,Base Program Rebate,578.09
TXN-102889,1026,104,2024-08-07,Base Program Rebate,7.44
TXN-102890,1119,101,2024-09-26,Base Program Rebate,381.17
TXN-102891,1129,102,2025-08-29,Base Program Rebate,191.9
TXN-102892,1008,104,2025-05-22,Base Program Rebate,242.77
TXN-102893,1132,101,2025-08-06,Base Program Rebate,106.29
TXN-102894,1133,105,2025-04-10,Base Program Rebate,459.74
TXN-102894,1133,105,2025-04-10,Q4 Promotional Tier Bonus,183.9
TXN-102895,1073,105,2026-02-05,Base Program Rebate,535.92
TXN-102896,1040,101,2025-10-19,Return Credit / Adjustment Note,-580.78162345
TXN-102897,1021,104,2026-04-20,Base Program Rebate,164.42
TXN-102898,1041,105,2025-05-30,Base Program Rebate,456.6
TXN-102898,1041,105,2025-05-30,Q4 Promotional Tier Bonus,182.64
TXN-102899,1077,105,2024-08-15,Base Program Rebate,440.05
TXN-102900,1003,103,2024-04-06,Base Program Rebate,141.45
TXN-102901,1075,102,2025-06-08,Base Program Rebate,495.97812345
TXN-102901,1075,102,2025-06-08,Q4 Promotional Tier Bonus,198.39
TXN-102902,1055,102,2024-02-10,Base Program Rebate,554.49
TXN-102903,1049,101,2025-09-17,Base Program Rebate,23.32
TXN-102904,1057,103,2024-03-08,Base Program Rebate,14.26
TXN-102905,1057,101,2025-08-01,Base Program Rebate,131.01712345
TXN-102906,1125,101,2024-03-01,Base Program Rebate,373.78
TXN-102907,1029,102,2026-02-07,Base Program Rebate,168.04
TXN-102907,1029,102,2026-02-07,Q4 Promotional Tier Bonus,67.21
TXN-102908,1088,103,2025-08-11,Return Credit / Adjustment Note,-245.61
TXN-102909,1068,102,2024-07-08,Base Program Rebate,175.54
TXN-102910,1045,102,2025-03-05,Base Program Rebate,62.06
TXN-102911,1070,104,2025-06-22,Base Program Rebate,260.39
TXN-102912,1033,105,2025-02-12,Base Program Rebate,270.57
TXN-102913,1006,101,2025-08-31,Base Program Rebate,202.79
TXN-102914,1026,101,2025-08-07,Base Program Rebate,217.83
TXN-102915,1074,104,2025-05-02,Base Program Rebate,363.94
TXN-102916,1073,105,2024-01-13,Base Program Rebate,18.03
TXN-102917,1006,104,2024-06-24,Base Program Rebate,98.25
TXN-102918,1008,105,2025-04-28,Base Program Rebate,531.05
TXN-102919,1005,103,2024-11-19,Base Program Rebate,522.41
TXN-102920,1022,104,2024-04-23,Base Program Rebate,342.76412345
TXN-102921,1001,104,2024-09-19,Base Program Rebate,185.57012345
TXN-102922,1046,103,2024-10-27,Base Program Rebate,514.46
TXN-102922,1046,103,2024-10-27,Q4 Promotional Tier Bonus,205.78
TXN-102923,1029,103,2024-07-04,Base Program Rebate,130.77
TXN-102924,1144,101,2025-08-20,Base Program Rebate,164.78
TXN-102925,1038,104,2025-09-23,Base Program Rebate,16.01
TXN-102926,1071,101,2024-08-18,Base Program Rebate,553.96
TXN-102927,1068,105,2024-01-25,Base Program Rebate,582.38
TXN-102928,1148,103,2025-08-21,Base Program Rebate,325.18
TXN-102929,1128,101,2024-11-23,Base Program Rebate,573.16
TXN-102930,1099,105,2025-02-18,Base Program Rebate,596.04
TXN-102931,1093,103,2025-05-05,Base Program Rebate,334.71
TXN-102932,1096,102,2024-08-07,Base Program Rebate,279.51
TXN-102932,1096,102,2024-08-07,Q4 Promotional Tier Bonus,111.8
TXN-102933,1005,105,2026-02-06,Base Program Rebate,140.36
TXN-102934,1127,101,2025-08-08,Base Program Rebate,21.94
TXN-102935,1099,103,2024-02-14,Base Program Rebate,32.59
TXN-102936,1040,104,2025-09-14,Base Program Rebate,577.26
TXN-102937,1049,103,2025-07-07,Base Program Rebate,163.24
TXN-102938,1117,102,2024-04-30,Base Program Rebate,136.34
TXN-102938,1117,102,2024-04-30,Q4 Promotional Tier Bonus,54.54
TXN-102939,1003,102,2024-03-08,Base Program Rebate,598.73
TXN-102940,1029,101,2025-01-02,Base Program Rebate,541.84
TXN-102941,1013,101,2024-01-19,Base Program Rebate,330.26
TXN-102942,1092,104,2024-09-02,Base Program Rebate,357.26
TXN-102943,1127,101,2024-05-04,Base Program Rebate,153.14
TXN-102944,1018,104,2025-08-04,Base Program Rebate,452.4
TXN-102945,1116,102,2025-04-12,Base Program Rebate,445.94
TXN-102946,1105,105,2024-02-15,Base Program Rebate,234.45
TXN-102947,1017,105,2025-03-11,Base Program Rebate,289.32
TXN-102948,1131,105,2025-06-11,Base Program Rebate,168.2
TXN-102949,1052,104,2024-03-25,Base Program Rebate,557.92
TXN-102950,1132,105,2025-10-23,Base Program Rebate,223.2
TXN-102951,1070,102,2024-01-19,Base Program Rebate,115.5
TXN-102952,1081,102,2024-11-27,Base Program Rebate,458.18
TXN-102953,1087,105,2025-09-13,Base Program Rebate,359.35
TXN-102954,1092,104,2025-03-28,Base Program Rebate,91.09
TXN-102955,1139,101,2026-04-09,Base Program Rebate,85.72
TXN-102956,1033,102,2025-10-30,Base Program Rebate,135.44
TXN-102957,1001,102,2025-02-04,Base Program Rebate,86.59
TXN-102958,1055,103,2024-05-19,Base Program Rebate,281.87
TXN-102959,1093,103,2024-06-12,Base Program Rebate,570.7436234500001
TXN-102960,1064,101,2024-06-12,Base Program Rebate,372.8
TXN-102960,1064,101,2024-06-12,Q4 Promotional Tier Bonus,149.12
TXN-102961,1022,104,2024-03-12,Base Program Rebate,377.93412345
TXN-102962,1004,103,2025-11-12,Base Program Rebate,520.1
TXN-102963,1132,102,2024-08-12,Base Program Rebate,35.59
TXN-102964,1126,102,2025-06-18,Base Program Rebate,88.14
TXN-102965,1037,102,2024-05-10,Base Program Rebate,341.76
TXN-102965,1037,102,2024-05-10,Q4 Promotional Tier Bonus,136.7
TXN-102966,1055,105,2026-01-02,Base Program Rebate,226.12
TXN-102967,1046,103,2024-11-15,Base Program Rebate,230.65
TXN-102968,1029,104,2025-03-05,Base Program Rebate,592.58
TXN-102968,1029,104,2025-03-05,Q4 Promotional Tier Bonus,237.03
TXN-102969,1073,102,2024-01-08,Return Credit / Adjustment Note,-221.16
TXN-102970,1070,104,2024-06-01,Base Program Rebate,157.53512345
TXN-102971,1093,105,2024-06-22,Base Program Rebate,100.0
TXN-102972,1105,102,2025-02-07,Base Program Rebate,273.21
TXN-102973,1088,103,2025-12-16,Base Program Rebate,470.44
TXN-102973,1088,103,2025-12-16,Q4 Promotional Tier Bonus,188.18
TXN-102974,1101,104,2025-07-12,Base Program Rebate,266.59
TXN-102974,1101,104,2025-07-12,Q4 Promotional Tier Bonus,106.64
TXN-102975,1141,102,2025-08-15,Base Program Rebate,38.4
TXN-102976,1021,105,2024-11-06,Base Program Rebate,301.61
TXN-102977,1050,103,2024-10-05,Base Program Rebate,487.49
TXN-102978,1087,105,2024-06-05,Base Program Rebate,568.62
TXN-102979,1053,105,2026-01-25,Base Program Rebate,451.35
TXN-102980,1004,104,2025-11-06,Base Program Rebate,415.35
TXN-102981,1024,101,2025-11-17,Base Program Rebate,426.88
TXN-102982,1122,102,2025-04-19,Base Program Rebate,151.32
TXN-102982,1122,102,2025-04-19,Q4 Promotional Tier Bonus,60.53
TXN-102983,1061,105,2025-05-29,Base Program Rebate,484.26
TXN-102984,1096,105,2024-01-24,Base Program Rebate,595.86
TXN-102985,1019,101,2024-02-14,Base Program Rebate,111.09
TXN-102986,1141,103,2024-03-25,Base Program Rebate,481.78
TXN-102987,1092,101,2024-11-14,Base Program Rebate,367.75
TXN-102987,1092,101,2024-11-14,Q4 Promotional Tier Bonus,147.1
TXN-102988,1139,105,2025-01-29,Return Credit / Adjustment Note,-34.09
TXN-102989,1040,101,2025-08-31,Base Program Rebate,269.42
TXN-102990,1010,101,2024-04-01,Base Program Rebate,485.03
TXN-102991,1112,101,2024-09-03,Base Program Rebate,66.4
TXN-102992,1111,105,2025-02-28,Base Program Rebate,29.74
TXN-102993,1033,103,2025-12-01,Base Program Rebate,429.88512345000004
TXN-102993,1033,103,2025-12-01,Q4 Promotional Tier Bonus,171.95
TXN-102994,1061,104,2026-04-21,Base Program Rebate,315.52
TXN-102994,1061,104,2026-04-21,Q4 Promotional Tier Bonus,126.21
TXN-102995,1074,102,2024-12-11,Base Program Rebate,319.24
TXN-102996,1126,105,2025-11-23,Base Program Rebate,520.67
TXN-102997,1111,105,2026-02-17,Base Program Rebate,36.1
TXN-102998,1098,101,2025-07-19,Base Program Rebate,414.93
TXN-102999,1033,102,2024-07-26,Return Credit / Adjustment Note,-406.92
TXN-102999,1033,102,2024-07-26,Q4 Promotional Tier Bonus,162.77
TXN-103000,1024,105,2024-07-21,Base Program Rebate,292.39
TXN-103001,1126,101,2024-01-08,Base Program Rebate,111.28
TXN-103002,1125,103,2026-03-14,Base Program Rebate,212.76
TXN-103002,1125,103,2026-03-14,Q4 Promotional Tier Bonus,85.1
TXN-103003,1064,102,2026-03-28,Base Program Rebate,461.4
TXN-103004,1024,104,2025-08-22,Base Program Rebate,25.24
TXN-103004,1024,104,2025-08-22,Q4 Promotional Tier Bonus,10.09
TXN-103005,1055,104,2025-11-13,Base Program Rebate,284.62
TXN-103006,1015,104,2025-09-26,Base Program Rebate,414.83
TXN-103007,1081,102,2024-04-01,Base Program Rebate,194.81
TXN-103008,1029,104,2024-03-15,Base Program Rebate,5.14
TXN-103008,1029,104,2024-03-15,Q4 Promotional Tier Bonus,2.05452345
TXN-103009,1140,105,2026-02-24,Base Program Rebate,156.67
TXN-103010,1148,101,2025-09-26,Base Program Rebate,324.07
TXN-103011,1064,105,2024-03-08,Base Program Rebate,134.18
TXN-103012,1131,101,2026-04-13,Base Program Rebate,11.74
TXN-103012,1131,101,2026-04-13,Q4 Promotional Tier Bonus,4.7
TXN-103013,1081,105,2025-02-01,Base Program Rebate,419.73
TXN-103014,1133,103,2024-08-26,Base Program Rebate,187.64
TXN-103015,1024,103,2025-05-25,Base Program Rebate,253.82
TXN-103016,1129,104,2024-05-05,Base Program Rebate,193.73
TXN-103017,1022,102,2025-07-13,Base Program Rebate,462.83
TXN-103017,1022,102,2025-07-13,Q4 Promotional Tier Bonus,185.13
TXN-103018,1086,105,2025-05-24,Base Program Rebate,305.25
TXN-103019,1138,101,2026-02-19,Base Program Rebate,403.69
TXN-103020,1004,102,2024-10-29,Return Credit / Adjustment Note,-472.59
TXN-103021,1058,104,2026-03-02,Base Program Rebate,278.89
TXN-103022,1005,104,2024-07-27,Base Program Rebate,39.04
TXN-103023,1055,104,2025-06-28,Base Program Rebate,596.96
TXN-103024,1045,101,2025-05-13,Base Program Rebate,192.53
TXN-103024,1045,101,2025-05-13,Q4 Promotional Tier Bonus,77.01
TXN-103025,1016,103,2025-05-30,Base Program Rebate,508.39
TXN-103026,1034,105,2024-06-25,Base Program Rebate,201.07
TXN-103027,1029,104,2024-07-09,Base Program Rebate,334.11312345000005
TXN-103028,1098,103,2024-05-19,Base Program Rebate,8.65
TXN-103029,1113,101,2025-12-24,Base Program Rebate,125.9
TXN-103030,1092,104,2025-03-03,Base Program Rebate,415.75
TXN-103031,1099,105,2025-05-01,Base Program Rebate,365.41
TXN-103032,1055,105,2025-06-19,Base Program Rebate,596.21
TXN-103033,1073,103,2026-03-07,Base Program Rebate,143.1
TXN-103034,1132,102,2025-04-30,Base Program Rebate,122.01
TXN-103035,1131,104,2025-03-15,Base Program Rebate,571.05
TXN-103036,1072,104,2025-04-06,Base Program Rebate,37.02
TXN-103037,1074,103,2024-09-17,Base Program Rebate,97.37
TXN-103037,1074,103,2024-09-17,Q4 Promotional Tier Bonus,38.95
TXN-103038,1055,102,2024-07-04,Base Program Rebate,287.42
TXN-103038,1055,102,2024-07-04,Q4 Promotional Tier Bonus,114.97
TXN-103039,1037,102,2025-10-20,Base Program Rebate,90.47
TXN-103040,1086,104,2025-03-12,Base Program Rebate,365.03
TXN-103040,1086,104,2025-03-12,Q4 Promotional Tier Bonus,146.01
TXN-103041,1124,103,2024-04-26,Base Program Rebate,175.15
TXN-103042,1006,103,2024-06-28,Base Program Rebate,564.1481234500001
TXN-103043,1129,102,2024-07-10,Base Program Rebate,20.18
TXN-103044,1127,105,2024-01-15,Base Program Rebate,59.65
TXN-103044,1127,105,2024-01-15,Q4 Promotional Tier Bonus,23.86
TXN-103045,1013,104,2025-07-13,Base Program Rebate,17.6
TXN-103046,1004,102,2026-04-05,Base Program Rebate,598.68
TXN-103047,1008,103,2025-12-02,Base Program Rebate,8.94
TXN-103048,1093,104,2024-07-06,Base Program Rebate,154.15
TXN-103049,1101,102,2025-07-30,Base Program Rebate,168.98562345
TXN-103050,1001,105,2024-08-15,Base Program Rebate,574.85
TXN-103051,1055,101,2024-06-09,Return Credit / Adjustment Note,-528.88
TXN-103052,1072,101,2025-12-16,Base Program Rebate,363.17
TXN-103053,1034,104,2024-07-03,Base Program Rebate,325.7
TXN-103054,1088,102,2024-12-22,Base Program Rebate,392.2
TXN-103055,1013,102,2026-04-30,Base Program Rebate,259.69
TXN-103056,1036,104,2024-06-19,Base Program Rebate,332.89662345000005
TXN-103057,1055,105,2026-02-05,Base Program Rebate,376.89
TXN-103058,1124,104,2024-11-04,Base Program Rebate,490.1
TXN-103059,1093,101,2024-06-22,Base Program Rebate,29.15
TXN-103060,1036,105,2024-02-17,Base Program Rebate,101.63
TXN-103061,1068,102,2025-09-26,Base Program Rebate,21.96
TXN-103062,1046,102,2024-06-09,Base Program Rebate,210.73
TXN-103063,1036,102,2025-01-01,Base Program Rebate,42.67
TXN-103064,1073,103,2024-03-01,Base Program Rebate,70.33
TXN-103064,1073,103,2024-03-01,Q4 Promotional Tier Bonus,28.13
TXN-103065,1006,102,2025-02-18,Base Program Rebate,349.59
TXN-103066,1041,105,2024-07-17,Base Program Rebate,453.64
TXN-103067,1052,104,2024-06-16,Base Program Rebate,356.28
TXN-103068,1127,105,2025-10-22,Base Program Rebate,140.21862345
TXN-103069,1057,101,2024-06-14,Base Program Rebate,528.12
TXN-103070,1090,103,2025-09-18,Base Program Rebate,361.68
TXN-103071,1116,104,2024-07-21,Base Program Rebate,47.46
TXN-103072,1015,101,2025-01-28,Base Program Rebate,111.4
TXN-103073,1041,104,2024-12-16,Base Program Rebate,374.23
TXN-103074,1104,101,2025-12-20,Base Program Rebate,139.38
TXN-103075,1098,103,2025-04-29,Base Program Rebate,192.81
TXN-103076,1053,104,2024-04-15,Base Program Rebate,538.64
TXN-103077,1024,104,2026-04-08,Base Program Rebate,460.46
TXN-103078,1123,103,2024-11-18,Base Program Rebate,525.05
TXN-103079,1015,103,2025-12-08,Base Program Rebate,140.09
TXN-103080,1041,102,2024-04-12,Base Program Rebate,350.18
TXN-103081,1121,104,2025-05-11,Base Program Rebate,550.6
TXN-103082,1025,103,2025-12-10,Base Program Rebate,445.4
TXN-103082,1025,103,2025-12-10,Q4 Promotional Tier Bonus,178.16
TXN-103083,1053,103,2025-12-18,Base Program Rebate,559.23
TXN-103084,1001,103,2026-03-01,Base Program Rebate,326.78
TXN-103085,1128,102,2024-08-01,Return Credit / Adjustment Note,-528.68
TXN-103086,1099,103,2024-04-07,Base Program Rebate,216.39
TXN-103087,1124,103,2025-03-19,Base Program Rebate,166.78
TXN-103087,1124,103,2025-03-19,Q4 Promotional Tier Bonus,66.71
TXN-103088,1122,102,2026-04-29,Base Program Rebate,443.94
TXN-103089,1113,102,2025-02-18,Base Program Rebate,473.65
TXN-103090,1025,105,2026-03-08,Base Program Rebate,103.05
TXN-103091,1071,103,2024-03-23,Base Program Rebate,471.98
TXN-103092,1075,101,2026-02-12,Base Program Rebate,66.01
TXN-103093,1138,104,2024-06-21,Base Program Rebate,454.77
TXN-103093,1138,104,2024-06-21,Q4 Promotional Tier Bonus,181.91
TXN-103094,1038,101,2024-04-02,Base Program Rebate,511.02
TXN-103095,1018,103,2025-08-06,Base Program Rebate,345.11
TXN-103096,1140,104,2025-02-07,Base Program Rebate,104.22
TXN-103097,1001,103,2026-04-30,Base Program Rebate,535.38
TXN-103098,1099,102,2024-07-08,Base Program Rebate,42.39
TXN-103099,1049,105,2024-03-17,Base Program Rebate,32.32
TXN-103100,1040,105,2025-09-26,Base Program Rebate,108.64
TXN-103101,1130,102,2025-01-26,Base Program Rebate,511.68
TXN-103102,1122,102,2025-04-17,Base Program Rebate,292.8
TXN-103103,1147,104,2026-04-30,Base Program Rebate,504.72
TXN-103104,1061,102,2025-12-26,Base Program Rebate,316.62
TXN-103104,1061,102,2025-12-26,Q4 Promotional Tier Bonus,126.65
TXN-103105,1057,104,2024-04-02,Base Program Rebate,268.2
TXN-103106,1022,102,2024-07-21,Base Program Rebate,472.43
TXN-103107,1055,103,2025-12-30,Base Program Rebate,58.16
TXN-103108,1019,104,2024-12-23,Base Program Rebate,167.42
TXN-103109,1105,102,2025-04-20,Base Program Rebate,283.25
TXN-103109,1105,102,2025-04-20,Q4 Promotional Tier Bonus,113.3
TXN-103110,1006,104,2025-12-10,Base Program Rebate,127.04
TXN-103111,1008,103,2025-03-14,Base Program Rebate,485.79
TXN-103112,1125,104,2024-01-21,Base Program Rebate,598.81
TXN-103113,1039,102,2024-11-02,Base Program Rebate,419.16
TXN-103114,1101,103,2024-09-30,Base Program Rebate,463.47
TXN-103115,1075,104,2026-03-10,Base Program Rebate,202.81
TXN-103116,1104,105,2026-02-18,Base Program Rebate,598.47
TXN-103117,1086,102,2025-01-22,Base Program Rebate,505.64
TXN-103118,1148,104,2024-06-26,Base Program Rebate,120.72
TXN-103119,1003,101,2025-09-01,Base Program Rebate,205.0
TXN-103120,1113,103,2024-06-27,Base Program Rebate,57.09
TXN-103121,1132,101,2026-03-28,Base Program Rebate,21.92
TXN-103122,1146,104,2024-02-21,Base Program Rebate,184.57
TXN-103123,1064,102,2025-04-11,Base Program Rebate,304.35
TXN-103123,1064,102,2025-04-11,Q4 Promotional Tier Bonus,121.74
TXN-103124,1017,105,2026-02-09,Base Program Rebate,272.19
TXN-103125,1053,104,2025-04-23,Base Program Rebate,81.0
