affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1074,,Reconciliation Gap,2025-08,159.92,,,,,,Medium
1130,,Reconciliation Gap,2025-12,508.51,,,,,,Medium
1130,,Reconciliation Gap,2025-12,203.4,,,,,,Medium
1140,,Reconciliation Gap,2026-04,558.59,,,,,,Medium
1148,,Reconciliation Gap,2025-05,494.54,,,,,,Medium
1029,,Reconciliation Gap,2024-07,255.76,,,,,,Medium
1070,,Reconciliation Gap,2024-08,508.19,,,,,,Medium
1033,,Reconciliation Gap,2024-05,594.08,,,,,,Medium
1033,,Reconciliation Gap,2024-05,237.63,,,,,,Medium
1116,,Reconciliation Gap,2024-03,101.9,,,,,,Medium
1017,,Reconciliation Gap,2025-03,517.52,,,,,,Medium
1061,,Reconciliation Gap,2025-10,567.23,,,,,,Medium
1034,,Reconciliation Gap,2024-08,421.47,,,,,,Medium
1034,,Reconciliation Gap,2024-08,168.59,,,,,,Medium
1092,,Reconciliation Gap,2025-07,548.74,,,,,,Medium
1070,,Reconciliation Gap,2024-03,224.11,,,,,,Medium
1061,,Reconciliation Gap,2024-06,567.6,,,,,,Medium
1053,,Reconciliation Gap,2025-03,4.13,,,,,,Medium
1119,,Reconciliation Gap,2024-02,126.31,,,,,,Medium
1049,,Reconciliation Gap,2025-04,240.69,,,,,,Medium
1121,,Reconciliation Gap,2025-07,10.34,,,,,,Medium
1021,,Reconciliation Gap,2025-08,20.71,,,,,,Medium
1111,,Reconciliation Gap,2024-07,306.25,,,,,,Medium
1049,,Reconciliation Gap,2024-03,581.34,,,,,,Medium
1058,,Reconciliation Gap,2024-11,121.7,,,,,,Medium
1004,,Reconciliation Gap,2025-03,111.08,,,,,,Medium
1098,,Reconciliation Gap,2025-09,154.12,,,,,,Medium
1040,,Reconciliation Gap,2025-09,243.04,,,,,,Medium
1053,,Reconciliation Gap,2025-02,263.49,,,,,,Medium
1050,,Reconciliation Gap,2025-12,512.62,,,,,,Medium
1096,,Reconciliation Gap,2024-04,188.08,,,,,,Medium
1022,,Reconciliation Gap,2025-04,354.14,,,,,,Medium
1004,,Reconciliation Gap,2025-08,143.48,,,,,,Medium
1127,,Reconciliation Gap,2025-08,4.31,,,,,,Medium
1037,,Reconciliation Gap,2024-09,367.31,,,,,,Medium
1131,,Reconciliation Gap,2025-02,470.54,,,,,,Medium
1015,,Reconciliation Gap,2025-04,355.21,,,,,,Medium
1126,,Reconciliation Gap,2024-04,248.01,,,,,,Medium
1061,,Reconciliation Gap,2025-05,289.24,,,,,,Medium
1072,,Reconciliation Gap,2024-07,128.53,,,,,,Medium
1064,,Reconciliation Gap,2025-08,547.4,,,,,,Medium
1064,,Reconciliation Gap,2025-08,218.96,,,,,,Medium
1036,,Reconciliation Gap,2025-11,85.89,,,,,,Medium
1124,,Reconciliation Gap,2024-04,55.69,,,,,,Medium
1005,,Reconciliation Gap,2024-04,510.15,,,,,,Medium
1005,,Reconciliation Gap,2024-04,204.06,,,,,,Medium
1150,,Reconciliation Gap,2025-08,308.99,,,,,,Medium
1029,,Reconciliation Gap,2024-03,585.67,,,,,,Medium
1029,,Reconciliation Gap,2024-03,234.27,,,,,,Medium
1141,,Reconciliation Gap,2024-02,489.65,,,,,,Medium
1141,,Reconciliation Gap,2024-02,195.86,,,,,,Medium
1026,,Reconciliation Gap,2026-02,74.35,,,,,,Medium
1026,,Reconciliation Gap,2026-02,29.74,,,,,,Medium
1101,,Reconciliation Gap,2025-01,264.01,,,,,,Medium
1055,,Reconciliation Gap,2024-02,252.73,,,,,,Medium
1038,,Reconciliation Gap,2025-01,339.15,,,,,,Medium
1144,,Reconciliation Gap,2024-06,307.76,,,,,,Medium
1036,,Reconciliation Gap,2025-11,255.53,,,,,,Medium
1036,,Reconciliation Gap,2025-11,102.21,,,,,,Medium
1144,,Reconciliation Gap,2025-11,382.14,,,,,,Medium
1024,,Reconciliation Gap,2026-03,55.34,,,,,,Medium
1116,,Reconciliation Gap,2025-10,150.75,,,,,,Medium
1125,,Reconciliation Gap,2024-08,201.65,,,,,,Medium
1129,,Reconciliation Gap,2024-07,177.48,,,,,,Medium
1138,,Reconciliation Gap,2025-09,227.35,,,,,,Medium
1098,,Reconciliation Gap,2024-09,273.2,,,,,,Medium
1126,,Reconciliation Gap,2024-04,233.1,,,,,,Medium
1052,,Reconciliation Gap,2024-10,326.72,,,,,,Medium
1046,,Reconciliation Gap,2025-07,241.58,,,,,,Medium
1099,,Reconciliation Gap,2024-09,238.63,,,,,,Medium
1132,,Reconciliation Gap,2024-03,256.39,,,,,,Medium
1045,,Reconciliation Gap,2025-08,537.9,,,,,,Medium
1045,,Reconciliation Gap,2025-08,215.16,,,,,,Medium
1034,,Reconciliation Gap,2026-01,245.91,,,,,,Medium
1001,,Reconciliation Gap,2024-07,588.66,,,,,,Medium
1019,,Reconciliation Gap,2024-12,468.41,,,,,,Medium
1058,,Reconciliation Gap,2025-05,88.93,,,,,,Medium
1006,,Reconciliation Gap,2025-12,175.27,,,,,,Medium
1015,,Reconciliation Gap,2026-02,444.85,,,,,,Medium
1015,,Reconciliation Gap,2026-02,177.94,,,,,,Medium
1131,,Reconciliation Gap,2025-08,452.42,,,,,,Medium
1001,,Reconciliation Gap,2025-04,500.41,,,,,,Medium
1093,,Reconciliation Gap,2024-04,472.9,,,,,,Medium
1137,,Reconciliation Gap,2024-09,328.68,,,,,,Medium
1052,,Reconciliation Gap,2025-02,418.65,,,,,,Medium
1127,,Reconciliation Gap,2025-12,535.78,,,,,,Medium
1071,,Reconciliation Gap,2024-04,76.66,,,,,,Medium
1147,,Reconciliation Gap,2025-01,149.72,,,,,,Medium
1147,,Reconciliation Gap,2025-01,59.89,,,,,,Medium
1098,,Reconciliation Gap,2024-08,499.93,,,,,,Medium
1041,,Reconciliation Gap,2024-11,151.01,,,,,,Medium
1041,,Reconciliation Gap,2024-11,60.4,,,,,,Medium
1131,,Reconciliation Gap,2025-01,292.59,,,,,,Medium
1068,,Reconciliation Gap,2024-11,319.39,,,,,,Medium
1087,,Reconciliation Gap,2025-11,519.45,,,,,,Medium
1099,,Reconciliation Gap,2025-05,247.75,,,,,,Medium
1070,,Reconciliation Gap,2025-03,519.44,,,,,,Medium
1005,,Reconciliation Gap,2025-04,470.05,,,,,,Medium
1117,,Reconciliation Gap,2024-01,256.53,,,,,,Medium
1092,,Reconciliation Gap,2026-03,80.66,,,,,,Medium
1064,,Reconciliation Gap,2024-04,239.4,,,,,,Medium
1010,,Reconciliation Gap,2025-12,559.32,,,,,,Medium
1033,,Reconciliation Gap,2024-07,578.06,,,,,,Medium
1148,,Reconciliation Gap,2024-11,242.24,,,,,,Medium
1021,,Reconciliation Gap,2024-06,170.36,,,,,,Medium
1021,,Reconciliation Gap,2024-06,68.14,,,,,,Medium
1053,,Reconciliation Gap,2026-03,311.45,,,,,,Medium
1123,,Reconciliation Gap,2024-04,286.06,,,,,,Medium
1126,,Reconciliation Gap,2024-07,525.08,,,,,,Medium
1101,,Reconciliation Gap,2026-04,165.74,,,,,,Medium
1036,,Reconciliation Gap,2024-03,90.5,,,,,,Medium
1053,,Reconciliation Gap,2026-01,456.43,,,,,,Medium
1130,,Reconciliation Gap,2026-02,320.54,,,,,,Medium
1036,,Reconciliation Gap,2024-09,568.92,,,,,,Medium
1148,,Reconciliation Gap,2025-05,196.27,,,,,,Medium
1057,,Reconciliation Gap,2024-02,406.3,,,,,,Medium
1140,,Reconciliation Gap,2024-12,444.51,,,,,,Medium
1140,,Reconciliation Gap,2024-12,177.8,,,,,,Medium
1104,,Reconciliation Gap,2026-02,323.52,,,,,,Medium
1136,,Reconciliation Gap,2025-04,264.44,,,,,,Medium
1064,,Reconciliation Gap,2025-05,103.91,,,,,,Medium
1147,,Reconciliation Gap,2026-04,45.98,,,,,,Medium
1013,,Reconciliation Gap,2025-09,470.96,,,,,,Medium
1013,,Reconciliation Gap,2025-09,188.39,,,,,,Medium
1088,,Reconciliation Gap,2026-03,587.37,,,,,,Medium
1057,,Reconciliation Gap,2024-08,200.29,,,,,,Medium
1150,,Reconciliation Gap,2025-06,43.8,,,,,,Medium
1150,,Reconciliation Gap,2025-06,17.52,,,,,,Medium
1098,,Reconciliation Gap,2024-06,169.12,,,,,,Medium
1055,,Reconciliation Gap,2024-02,495.95,,,,,,Medium
1015,,Reconciliation Gap,2025-09,372.68,,,,,,Medium
1139,,Reconciliation Gap,2024-09,387.08,,,,,,Medium
1119,,Reconciliation Gap,2025-07,441.87,,,,,,Medium
1130,,Reconciliation Gap,2025-06,466.41,,,,,,Medium
1130,,Reconciliation Gap,2025-06,-186.56,,,,,,Medium
1113,,Reconciliation Gap,2025-12,81.88,,,,,,Medium
1026,,Reconciliation Gap,2025-01,-141.45,,,,,,Medium
1124,,Reconciliation Gap,2025-12,153.45,,,,,,Medium
1140,,Reconciliation Gap,2025-08,271.09,,,,,,Medium
1033,,Reconciliation Gap,2025-10,396.57,,,,,,Medium
1127,,Reconciliation Gap,2024-06,311.46,,,,,,Medium
1045,,Reconciliation Gap,2024-05,74.87,,,,,,Medium
1001,,Reconciliation Gap,2024-03,415.77,,,,,,Medium
1005,,Reconciliation Gap,2025-10,359.13,,,,,,Medium
1005,,Reconciliation Gap,2025-10,143.65,,,,,,Medium
1125,,Reconciliation Gap,2026-04,179.04,,,,,,Medium
1050,,Reconciliation Gap,2024-10,557.31,,,,,,Medium
1119,,Reconciliation Gap,2026-03,290.85,,,,,,Medium
1139,,Reconciliation Gap,2024-07,190.63,,,,,,Medium
1146,,Reconciliation Gap,2024-02,4.68,,,,,,Medium
1092,,Reconciliation Gap,2024-01,223.61,,,,,,Medium
1130,,Reconciliation Gap,2025-03,500.87,,,,,,Medium
1099,,Reconciliation Gap,2025-03,163.03,,,,,,Medium
1086,,Reconciliation Gap,2024-03,426.1,,,,,,Medium
1061,,Reconciliation Gap,2026-04,269.59,,,,,,Medium
1130,,Reconciliation Gap,2026-03,372.12,,,,,,Medium
1126,,Reconciliation Gap,2025-03,253.27,,,,,,Medium
1127,,Reconciliation Gap,2025-09,244.64,,,,,,Medium
1049,,Reconciliation Gap,2025-03,335.92,,,,,,Medium
1122,,Reconciliation Gap,2026-03,369.58,,,,,,Medium
1038,,Reconciliation Gap,2025-04,506.73,,,,,,Medium
1131,,Reconciliation Gap,2024-05,15.81,,,,,,Medium
1077,,Reconciliation Gap,2025-10,314.38,,,,,,Medium
1068,,Reconciliation Gap,2025-07,513.23,,,,,,Medium
1026,,Reconciliation Gap,2026-03,277.94,,,,,,Medium
1105,,Reconciliation Gap,2025-04,176.25,,,,,,Medium
1088,,Reconciliation Gap,2024-07,470.98,,,,,,Medium
1125,,Reconciliation Gap,2024-10,57.41,,,,,,Medium
1057,,Reconciliation Gap,2024-06,86.7,,,,,,Medium
1057,,Reconciliation Gap,2024-06,34.68,,,,,,Medium
1055,,Reconciliation Gap,2024-09,549.96,,,,,,Medium
1086,,Reconciliation Gap,2024-02,193.08,,,,,,Medium
1029,,Reconciliation Gap,2025-01,299.42,,,,,,Medium
1010,,Reconciliation Gap,2025-10,241.08,,,,,,Medium
1010,,Reconciliation Gap,2025-10,96.43,,,,,,Medium
1045,,Reconciliation Gap,2024-10,508.95,,,,,,Medium
1126,,Reconciliation Gap,2024-12,532.74,,,,,,Medium
1126,,Reconciliation Gap,2024-12,213.09,,,,,,Medium
1121,,Reconciliation Gap,2024-06,414.09,,,,,,Medium
1096,,Reconciliation Gap,2025-02,565.1,,,,,,Medium
1001,,Reconciliation Gap,2024-03,37.7,,,,,,Medium
1013,,Reconciliation Gap,2024-04,345.68,,,,,,Medium
1013,,Reconciliation Gap,2024-04,138.27,,,,,,Medium
1141,,Reconciliation Gap,2024-11,113.59,,,,,,Medium
1049,,Reconciliation Gap,2024-02,492.94,,,,,,Medium
1099,,Reconciliation Gap,2024-11,409.09,,,,,,Medium
1140,,Reconciliation Gap,2025-05,345.47,,,,,,Medium
1049,,Reconciliation Gap,2026-03,341.57,,,,,,Medium
1093,,Reconciliation Gap,2024-05,358.12,,,,,,Medium
1018,,Reconciliation Gap,2026-03,433.27,,,,,,Medium
1018,,Reconciliation Gap,2026-03,173.31,,,,,,Medium
1045,,Reconciliation Gap,2024-02,156.55,,,,,,Medium
1133,,Reconciliation Gap,2024-08,411.55,,,,,,Medium
1081,,Reconciliation Gap,2024-09,315.6,,,,,,Medium
1081,,Reconciliation Gap,2024-09,126.24,,,,,,Medium
1092,,Reconciliation Gap,2025-07,262.66,,,,,,Medium
1046,,Reconciliation Gap,2024-11,558.74,,,,,,Medium
1071,,Reconciliation Gap,2025-01,552.88,,,,,,Medium
1092,,Reconciliation Gap,2025-07,30.84,,,,,,Medium
1058,,Reconciliation Gap,2025-02,217.66,,,,,,Medium
1090,,Reconciliation Gap,2024-07,339.83,,,,,,Medium
1073,,Reconciliation Gap,2024-04,27.9,,,,,,Medium
1131,,Reconciliation Gap,2024-08,62.09,,,,,,Medium
1088,,Reconciliation Gap,2025-09,591.8,,,,,,Medium
1101,,Reconciliation Gap,2024-02,412.83,,,,,,Medium
1136,,Reconciliation Gap,2024-08,190.79,,,,,,Medium
1136,,Reconciliation Gap,2024-08,-76.32,,,,,,Medium
1017,,Reconciliation Gap,2024-07,264.05,,,,,,Medium
1013,,Reconciliation Gap,2024-06,516.31,,,,,,Medium
1071,,Reconciliation Gap,2024-12,130.72,,,,,,Medium
1140,,Reconciliation Gap,2024-09,265.49,,,,,,Medium
1140,,Reconciliation Gap,2024-09,106.2,,,,,,Medium
1019,,Reconciliation Gap,2025-12,116.78,,,,,,Medium
1077,,Reconciliation Gap,2025-11,221.28,,,,,,Medium
1015,,Reconciliation Gap,2024-01,589.58,,,,,,Medium
1068,,Reconciliation Gap,2024-07,414.79,,,,,,Medium
1006,,Reconciliation Gap,2025-03,29.75,,,,,,Medium
1016,,Reconciliation Gap,2024-11,-377.05,,,,,,Medium
1016,,Reconciliation Gap,2024-11,150.82,,,,,,Medium
1037,,Reconciliation Gap,2025-01,209.3,,,,,,Medium
1074,,Reconciliation Gap,2024-02,218.4,,,,,,Medium
1127,,Reconciliation Gap,2024-01,387.37,,,,,,Medium
1125,,Reconciliation Gap,2024-03,329.17,,,,,,Medium
1150,,Reconciliation Gap,2025-05,301.82,,,,,,Medium
1045,,Reconciliation Gap,2025-08,-509.35,,,,,,Medium
1046,,Reconciliation Gap,2024-01,237.1,,,,,,Medium
1073,,Reconciliation Gap,2024-01,132.73,,,,,,Medium
1045,,Reconciliation Gap,2024-11,154.92,,,,,,Medium
1045,,Reconciliation Gap,2024-11,61.97,,,,,,Medium
1013,,Reconciliation Gap,2025-11,568.35,,,,,,Medium
1070,,Reconciliation Gap,2024-04,44.17,,,,,,Medium
1096,,Reconciliation Gap,2024-12,148.46,,,,,,Medium
1093,,Reconciliation Gap,2024-09,147.68,,,,,,Medium
1090,,Reconciliation Gap,2024-08,477.26,,,,,,Medium
1073,,Reconciliation Gap,2024-12,-453.16,,,,,,Medium
1073,,Reconciliation Gap,2024-12,181.26,,,,,,Medium
1038,,Reconciliation Gap,2024-06,357.07,,,,,,Medium
1008,,Reconciliation Gap,2024-09,252.9,,,,,,Medium
1148,,Reconciliation Gap,2025-04,223.6,,,,,,Medium
1111,,Reconciliation Gap,2025-12,358.51,,,,,,Medium
1075,,Reconciliation Gap,2024-08,428.93,,,,,,Medium
1036,,Reconciliation Gap,2025-10,477.67,,,,,,Medium
1122,,Reconciliation Gap,2025-06,344.78,,,,,,Medium
1019,,Reconciliation Gap,2024-04,464.25,,,,,,Medium
1125,,Reconciliation Gap,2024-03,438.87,,,,,,Medium
1125,,Reconciliation Gap,2024-03,175.55,,,,,,Medium
1148,,Reconciliation Gap,2025-01,-334.72,,,,,,Medium
1074,,Reconciliation Gap,2025-05,322.15,,,,,,Medium
1125,,Reconciliation Gap,2025-09,565.71,,,,,,Medium
1119,,Reconciliation Gap,2024-12,576.96,,,,,,Medium
1119,,Reconciliation Gap,2024-06,434.12,,,,,,Medium
1045,,Reconciliation Gap,2024-10,323.15,,,,,,Medium
1141,,Reconciliation Gap,2024-03,153.05,,,,,,Medium
1045,,Reconciliation Gap,2026-02,516.5,,,,,,Medium
1081,,Reconciliation Gap,2025-09,427.05,,,,,,Medium
1003,,Reconciliation Gap,2024-02,381.34,,,,,,Medium
1003,,Reconciliation Gap,2024-02,152.54,,,,,,Medium
1025,,Reconciliation Gap,2025-05,217.11,,,,,,Medium
1025,,Reconciliation Gap,2025-05,86.84,,,,,,Medium
1025,,Reconciliation Gap,2024-04,252.21,,,,,,Medium
1025,,Reconciliation Gap,2024-04,-100.89,,,,,,Medium
1013,,Reconciliation Gap,2026-01,476.35,,,,,,Medium
1077,,Reconciliation Gap,2025-08,59.83,,,,,,Medium
1004,,Reconciliation Gap,2025-09,56.07,,,,,,Medium
1016,,Reconciliation Gap,2024-11,228.43,,,,,,Medium
1122,,Reconciliation Gap,2024-05,566.61,,,,,,Medium
1124,,Reconciliation Gap,2024-03,373.0,,,,,,Medium
1040,,Reconciliation Gap,2025-03,293.39,,,,,,Medium
1086,,Reconciliation Gap,2025-02,277.65,,,,,,Medium
1150,,Reconciliation Gap,2024-06,52.76,,,,,,Medium
1068,,Reconciliation Gap,2024-10,467.83,,,,,,Medium
1099,,Reconciliation Gap,2024-07,411.7,,,,,,Medium
1096,,Reconciliation Gap,2024-01,183.12,,,,,,Medium
1036,,Reconciliation Gap,2024-05,261.72,,,,,,Medium
1053,,Reconciliation Gap,2026-03,248.03,,,,,,Medium
1140,,Reconciliation Gap,2025-12,194.04,,,,,,Medium
1119,,Reconciliation Gap,2025-06,441.63,,,,,,Medium
1119,,Reconciliation Gap,2025-06,176.65,,,,,,Medium
1093,,Reconciliation Gap,2025-10,145.96,,,,,,Medium
1131,,Reconciliation Gap,2025-11,229.71,,,,,,Medium
1026,,Reconciliation Gap,2025-04,584.53,,,,,,Medium
1123,,Reconciliation Gap,2024-08,149.2,,,,,,Medium
1123,,Reconciliation Gap,2024-08,59.68,,,,,,Medium
1081,,Reconciliation Gap,2025-05,244.89,,,,,,Medium
1111,,Reconciliation Gap,2025-12,339.32,,,,,,Medium
1130,,Reconciliation Gap,2026-01,463.82,,,,,,Medium
1130,,Reconciliation Gap,2026-01,185.53,,,,,,Medium
1086,,Reconciliation Gap,2025-04,594.7,,,,,,Medium
1117,,Reconciliation Gap,2026-04,40.49,,,,,,Medium
1074,,Reconciliation Gap,2025-01,15.72,,,,,,Medium
1136,,Reconciliation Gap,2025-06,54.8,,,,,,Medium
1072,,Reconciliation Gap,2025-08,230.32,,,,,,Medium
1050,,Reconciliation Gap,2025-04,522.39,,,,,,Medium
1130,,Reconciliation Gap,2024-09,111.0,,,,,,Medium
1144,,Reconciliation Gap,2025-10,327.82,,,,,,Medium
1096,,Reconciliation Gap,2024-11,466.61,,,,,,Medium
1096,,Reconciliation Gap,2024-11,186.64,,,,,,Medium
1141,,Reconciliation Gap,2024-08,64.79,,,,,,Medium
1141,,Reconciliation Gap,2024-08,25.92,,,,,,Medium
1116,,Reconciliation Gap,2026-04,215.37,,,,,,Medium
1125,,Reconciliation Gap,2024-04,549.9,,,,,,Medium
1141,,Reconciliation Gap,2026-01,538.02,,,,,,Medium
1055,,Reconciliation Gap,2025-11,391.17,,,,,,Medium
1139,,Reconciliation Gap,2025-10,560.42,,,,,,Medium
1074,,Reconciliation Gap,2024-08,543.2,,,,,,Medium
1147,,Reconciliation Gap,2025-02,115.01,,,,,,Medium
1139,,Reconciliation Gap,2026-02,378.51,,,,,,Medium
1123,,Reconciliation Gap,2024-01,556.72,,,,,,Medium
1008,,Reconciliation Gap,2024-01,552.66,,,,,,Medium
1015,,Reconciliation Gap,2024-07,193.57,,,,,,Medium
1005,,Reconciliation Gap,2024-11,137.96,,,,,,Medium
1045,,Reconciliation Gap,2025-06,484.16,,,,,,Medium
1006,,Reconciliation Gap,2024-05,120.87,,,,,,Medium
1090,,Reconciliation Gap,2026-01,18.51,,,,,,Medium
1114,,Reconciliation Gap,2024-12,78.87,,,,,,Medium
1141,,Reconciliation Gap,2024-08,91.14,,,,,,Medium
1049,,Reconciliation Gap,2024-07,536.44,,,,,,Medium
1112,,Reconciliation Gap,2026-03,214.04,,,,,,Medium
1075,,Reconciliation Gap,2025-04,239.77,,,,,,Medium
1075,,Reconciliation Gap,2025-04,95.91,,,,,,Medium
1116,,Reconciliation Gap,2026-02,304.64,,,,,,Medium
1019,,Reconciliation Gap,2025-05,77.0,,,,,,Medium
1125,,Reconciliation Gap,2025-07,407.47,,,,,,Medium
1116,,Reconciliation Gap,2025-12,457.82,,,,,,Medium
1040,,Reconciliation Gap,2025-03,452.87,,,,,,Medium
1045,,Reconciliation Gap,2024-05,571.49,,,,,,Medium
1045,,Reconciliation Gap,2024-05,228.6,,,,,,Medium
1033,,Reconciliation Gap,2025-07,594.26,,,,,,Medium
1033,,Reconciliation Gap,2025-07,237.7,,,,,,Medium
1038,,Reconciliation Gap,2026-01,575.12,,,,,,Medium
1136,,Reconciliation Gap,2024-08,224.53,,,,,,Medium
1138,,Reconciliation Gap,2026-03,148.67,,,,,,Medium
1138,,Reconciliation Gap,2026-03,59.47,,,,,,Medium
1058,,Reconciliation Gap,2026-04,143.7,,,,,,Medium
1070,,Reconciliation Gap,2025-10,338.11,,,,,,Medium
1088,,Reconciliation Gap,2025-02,397.51,,,,,,Medium
1128,,Reconciliation Gap,2025-11,220.81,,,,,,Medium
1008,,Reconciliation Gap,2024-11,152.73,,,,,,Medium
1015,,Reconciliation Gap,2024-03,258.3,,,,,,Medium
1146,,Reconciliation Gap,2024-12,258.39,,,,,,Medium
1087,,Reconciliation Gap,2024-08,355.58,,,,,,Medium
1013,,Reconciliation Gap,2026-04,2.82,,,,,,Medium
1034,,Reconciliation Gap,2024-03,374.59,,,,,,Medium
1018,,Reconciliation Gap,2024-11,46.29,,,,,,Medium
1136,,Reconciliation Gap,2025-04,320.36,,,,,,Medium
1121,,Reconciliation Gap,2024-08,46.83,,,,,,Medium
1132,,Reconciliation Gap,2024-05,264.12,,,,,,Medium
1074,,Reconciliation Gap,2025-06,322.02,,,,,,Medium
1138,,Reconciliation Gap,2025-10,411.75,,,,,,Medium
1138,,Reconciliation Gap,2025-10,164.7,,,,,,Medium
1087,,Reconciliation Gap,2024-11,115.05,,,,,,Medium
1087,,Reconciliation Gap,2024-11,46.02,,,,,,Medium
1024,,Reconciliation Gap,2024-02,97.23,,,,,,Medium
1075,,Reconciliation Gap,2026-04,228.44,,,,,,Medium
1075,,Reconciliation Gap,2026-04,91.37,,,,,,Medium
1010,,Reconciliation Gap,2024-05,253.97,,,,,,Medium
1144,,Reconciliation Gap,2025-05,242.05,,,,,,Medium
1018,,Reconciliation Gap,2026-04,-122.78,,,,,,Medium
1018,,Reconciliation Gap,2026-04,49.11,,,,,,Medium
1004,,Reconciliation Gap,2024-09,213.42,,,,,,Medium
1088,,Reconciliation Gap,2025-08,257.41,,,,,,Medium
1138,,Reconciliation Gap,2025-10,216.46,,,,,,Medium
1010,,Reconciliation Gap,2025-08,280.91,,,,,,Medium
1122,,Reconciliation Gap,2025-04,-249.58,,,,,,Medium
1071,,Reconciliation Gap,2024-10,549.91,,,,,,Medium
1073,,Reconciliation Gap,2025-02,210.84,,,,,,Medium
1073,,Reconciliation Gap,2024-10,447.83,,,,,,Medium
1070,,Reconciliation Gap,2024-05,238.82,,,,,,Medium
1070,,Reconciliation Gap,2024-05,95.53,,,,,,Medium
1055,,Reconciliation Gap,2025-08,271.91,,,,,,Medium
1055,,Reconciliation Gap,2025-06,456.04,,,,,,Medium
1046,,Reconciliation Gap,2025-08,198.59,,,,,,Medium
1045,,Reconciliation Gap,2025-11,491.0,,,,,,Medium
1057,,Reconciliation Gap,2024-09,96.72,,,,,,Medium
1057,,Reconciliation Gap,2024-09,38.69,,,,,,Medium
1037,,Reconciliation Gap,2025-05,457.61,,,,,,Medium
1075,,Reconciliation Gap,2024-10,379.1,,,,,,Medium
1129,,Reconciliation Gap,2026-03,77.58,,,,,,Medium
1099,,Reconciliation Gap,2025-01,557.52,,,,,,Medium
1005,,Reconciliation Gap,2026-01,525.1,,,,,,Medium
1111,,Reconciliation Gap,2025-02,518.93,,,,,,Medium
1129,,Reconciliation Gap,2025-10,407.33,,,,,,Medium
1017,,Reconciliation Gap,2025-09,132.99,,,,,,Medium
1039,,Reconciliation Gap,2025-12,198.04,,,,,,Medium
1124,,Reconciliation Gap,2025-01,31.21,,,,,,Medium
1093,,Reconciliation Gap,2025-11,445.16,,,,,,Medium
1064,,Reconciliation Gap,2024-09,245.43,,,,,,Medium
1104,,Reconciliation Gap,2025-03,303.9,,,,,,Medium
1124,,Reconciliation Gap,2024-02,332.42,,,,,,Medium
1124,,Reconciliation Gap,2024-02,132.97,,,,,,Medium
1058,,Reconciliation Gap,2026-02,350.58,,,,,,Medium
1139,,Reconciliation Gap,2025-03,-533.84,,,,,,Medium
1068,,Reconciliation Gap,2024-11,37.42,,,,,,Medium
1010,,Reconciliation Gap,2024-06,489.5,,,,,,Medium
1038,,Reconciliation Gap,2026-02,203.72,,,,,,Medium
1038,,Reconciliation Gap,2026-02,81.49,,,,,,Medium
1033,,Reconciliation Gap,2026-03,142.18,,,,,,Medium
1021,,Reconciliation Gap,2024-07,526.99,,,,,,Medium
1111,,Reconciliation Gap,2024-03,441.1,,,,,,Medium
1081,,Reconciliation Gap,2025-03,513.9,,,,,,Medium
1071,,Reconciliation Gap,2026-02,36.36,,,,,,Medium
1037,,Reconciliation Gap,2026-01,350.08,,,,,,Medium
1005,,Reconciliation Gap,2024-10,430.75,,,,,,Medium
1005,,Reconciliation Gap,2024-10,172.3,,,,,,Medium
1129,,Reconciliation Gap,2024-04,273.9,,,,,,Medium
1064,,Reconciliation Gap,2025-01,37.45,,,,,,Medium
1055,,Reconciliation Gap,2025-04,438.46,,,,,,Medium
1055,,Reconciliation Gap,2025-04,175.39,,,,,,Medium
1055,,Reconciliation Gap,2024-04,374.32,,,,,,Medium
1055,,Reconciliation Gap,2025-01,217.46,,,,,,Medium
1033,,Reconciliation Gap,2025-10,91.13,,,,,,Medium
1071,,Reconciliation Gap,2024-02,482.09,,,,,,Medium
1123,,Reconciliation Gap,2025-12,154.7,,,,,,Medium
1114,,Reconciliation Gap,2025-10,114.61,,,,,,Medium
1019,,Reconciliation Gap,2024-03,53.86,,,,,,Medium
1008,,Reconciliation Gap,2025-12,209.63,,,,,,Medium
1133,,Reconciliation Gap,2025-11,550.01,,,,,,Medium
1133,,Reconciliation Gap,2025-11,220.0,,,,,,Medium
1148,,Reconciliation Gap,2026-03,378.49,,,,,,Medium
1136,,Reconciliation Gap,2024-09,417.43,,,,,,Medium
1022,,Reconciliation Gap,2024-04,105.67,,,,,,Medium
1053,,Reconciliation Gap,2024-08,335.64,,,,,,Medium
1033,,Reconciliation Gap,2024-04,226.97,,,,,,Medium
1130,,Reconciliation Gap,2024-07,545.49,,,,,,Medium
1040,,Reconciliation Gap,2024-10,178.42,,,,,,Medium
1117,,Reconciliation Gap,2025-05,306.37,,,,,,Medium
1004,,Reconciliation Gap,2024-01,516.46,,,,,,Medium
1075,,Reconciliation Gap,2025-09,460.24,,,,,,Medium
1053,,Reconciliation Gap,2025-12,542.5,,,,,,Medium
1131,,Reconciliation Gap,2025-02,141.82,,,,,,Medium
1036,,Reconciliation Gap,2025-01,341.43,,,,,,Medium
1124,,Reconciliation Gap,2024-05,486.19,,,,,,Medium
1034,,Reconciliation Gap,2025-08,173.29,,,,,,Medium
1093,,Reconciliation Gap,2024-02,93.1,,,,,,Medium
1092,,Reconciliation Gap,2025-03,148.51,,,,,,Medium
